Start_Node;End_Node;Relation_ShipeType
969500BRQONOTJS0UN50;969500TLIRW3A4YTF876;IS_DIRECTLY_CONSOLIDATED_BY;2018-12-18;
969500BRQONOTJS0UN50;969500DNDDXIJUHNDP64;IS_DIRECTLY_CONSOLIDATED_BY;2018-08-18;
969500BRQONOTJS0UN50;969500W59UC60H950G47;IS_DIRECTLY_CONSOLIDATED_BY;2018-08-18;
969500BRQONOTJS0UN50;9695006R5E6CMCII8P15;IS_DIRECTLY_CONSOLIDATED_BY;2018-08-18;
969500C656AA39O94N60;969500BRQONOTJS0UN50;IS_DIRECTLY_CONSOLIDATED_BY;2018-12-18;
969500C656AA39O94N60;969500BRQONOTJS0UN50;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-18;
969500C656AA39O94N60;969500TLIRW3A4YTF876;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-18;
969500C656AA39O94N60;969500DNDDXIJUHNDP64;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-18;
969500C656AA39O94N60;969500W59UC60H950G47;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-18;
969500C656AA39O94N60;9695006R5E6CMCII8P15;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-18;
969500APA4EFSHXMZ792;969500RQTLCDFOXTS314;IS_DIRECTLY_CONSOLIDATED_BY;2019-07-25;
969500W5FMPAJX4V0R54;969500B0S97GCF5XX727;IS_DIRECTLY_CONSOLIDATED_BY;2019-09-26;
969500W5FMPAJX4V0R54;969500B0S97GCF5XX727;IS_ULTIMATELY_CONSOLIDATED_BY;2019-09-26;
O2RNE8IBXP4R0TD8PU41;969500GB44A4V4W4SF44;IS_DIRECTLY_CONSOLIDATED_BY;2019-09-30;
O2RNE8IBXP4R0TD8PU41;969500S7VRALVOC22W60;IS_DIRECTLY_CONSOLIDATED_BY;2019-10-11;
969500GB44A4V4W4SF44;969500LD0BQ3C4SRZ116;IS_DIRECTLY_CONSOLIDATED_BY;2019-05-29;
O2RNE8IBXP4R0TD8PU41;969500LD0BQ3C4SRZ116;IS_ULTIMATELY_CONSOLIDATED_BY;2019-05-29;
969500EA50TXYH77E013;969500Q9Z20003ZQDH85;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-11;
969500BZJ49IICIBZZ08;969500YVGAP9DVNQWZ94;IS_DIRECTLY_CONSOLIDATED_BY;2019-04-12;
969500BZJ49IICIBZZ08;969500ILYMDCV59J2X43;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-21;
969500BZJ49IICIBZZ08;969500H1RLYLVH8QOY94;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-09;
969500BZJ49IICIBZZ08;969500APQ0FD9V5Q8U64;IS_DIRECTLY_CONSOLIDATED_BY;2019-04-12;
969500BZJ49IICIBZZ08;9695007KM0ULDOKFLC51;IS_DIRECTLY_CONSOLIDATED_BY;2019-04-12;
969500BZJ49IICIBZZ08;969500DC8SQ6QJHV4679;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-09;
O2RNE8IBXP4R0TD8PU41;969500MM513RN1MXA416;IS_ULTIMATELY_CONSOLIDATED_BY;2019-10-08;
O2RNE8IBXP4R0TD8PU41;969500M4VFBEWML37M33;IS_ULTIMATELY_CONSOLIDATED_BY;2019-08-08;
O2RNE8IBXP4R0TD8PU41;969500JAHQUZRSG9JA92;IS_ULTIMATELY_CONSOLIDATED_BY;2019-08-08;
O2RNE8IBXP4R0TD8PU41;969500BBKWJRVJB87687;IS_ULTIMATELY_CONSOLIDATED_BY;2019-05-06;
O2RNE8IBXP4R0TD8PU41;969500D4ZOS568YH6D55;IS_ULTIMATELY_CONSOLIDATED_BY;2019-08-08;
O2RNE8IBXP4R0TD8PU41;969500GGYLEB0WYXHF17;IS_ULTIMATELY_CONSOLIDATED_BY;2019-08-08;
O2RNE8IBXP4R0TD8PU41;969500CUPUABCKC5YG72;IS_ULTIMATELY_CONSOLIDATED_BY;2019-08-08;
969500E7V019H9NP7427;969500MM513RN1MXA416;IS_DIRECTLY_CONSOLIDATED_BY;2019-10-08;
969500UPP3G1EYL1UI19;969500MZZXWO3IJIQ819;IS_DIRECTLY_CONSOLIDATED_BY;2018-12-12;
969500D0R2P68TSOZS68;969500UPP3G1EYL1UI19;IS_DIRECTLY_CONSOLIDATED_BY;2018-12-04;
969500I7XUD776A1HP65;9695009NZMKVXHAJ7K10;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-17;
969500I7XUD776A1HP65;969500DFYP7BYUE1I696;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-27;
9695007ZVIE64Z3JZ416;9695009HV2986MDEQ760;IS_DIRECTLY_CONSOLIDATED_BY;2019-07-09;
969500I7XUD776A1HP65;969500QXMT13WDPXUW34;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-11;
969500YP677G8D10KG56;969500FK5EKEPBGQ7A12;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-27;
969500CUCL1RRK9ZXC75;969500WALSX5T37XAT62;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-22;
969500A4MXJ3ESPHK698;969500WALSX5T37XAT62;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-22;
969500GSN25I3B3X6F94;969500TTY293IJT17Y96;IS_DIRECTLY_CONSOLIDATED_BY;2019-01-09;
969500GSN25I3B3X6F94;969500TTY293IJT17Y96;IS_ULTIMATELY_CONSOLIDATED_BY;2019-01-09;
F5WCUMTUM4RKZ1MAIE39;969500AV7YBZVX1BE314;IS_DIRECTLY_CONSOLIDATED_BY;2019-09-03;
F5WCUMTUM4RKZ1MAIE39;969500AV7YBZVX1BE314;IS_ULTIMATELY_CONSOLIDATED_BY;2019-09-03;
9695004TZP2FWQUT1F72;969500JW1NV63THA1K62;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-21;
9695008WGMQBHQN64Y21;9695004C8LLZW9PM0Z96;IS_DIRECTLY_CONSOLIDATED_BY;2019-10-03;
9695008WGMQBHQN64Y21;9695004C8LLZW9PM0Z96;IS_ULTIMATELY_CONSOLIDATED_BY;2019-10-03;
969500SI3D1G7W3EFJ32;969500E55G2DPU7WOC54;IS_DIRECTLY_CONSOLIDATED_BY;2019-10-07;
969500YP677G8D10KG56;969500TXEOTML43LAO87;IS_DIRECTLY_CONSOLIDATED_BY;2019-06-11;
9695008O40XCSE5VUF22;969500HM030FPZBOHK85;IS_DIRECTLY_CONSOLIDATED_BY;2019-10-01;
969500FCVQ5SLAAUJV59;969500WTHQMPQURPVU34;IS_ULTIMATELY_CONSOLIDATED_BY;2019-08-30;
969500FCVQ5SLAAUJV59;969500F4ALGXB7ARES97;IS_ULTIMATELY_CONSOLIDATED_BY;2019-11-04;
969500WBMN31HIXMEM72;969500U59WX7R5HFVY37;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-04;
969500EX3MK1RWJXGH05;96950056P154YJFJ9772;IS_DIRECTLY_CONSOLIDATED_BY;2018-12-21;
969500EX3MK1RWJXGH05;96950056P154YJFJ9772;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-21;
969500EX3MK1RWJXGH05;9695007A2EUIT2HUOW52;IS_DIRECTLY_CONSOLIDATED_BY;2018-12-21;
969500EX3MK1RWJXGH05;9695007A2EUIT2HUOW52;IS_ULTIMATELY_CONSOLIDATED_BY;2018-12-21;
969500EX3MK1RWJXGH05;9695008AOEXGQO37GR04;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695008AOEXGQO37GR04;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500BOGWTWUDTVDF14;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500BOGWTWUDTVDF14;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695004GGYKNS582AT98;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695004GGYKNS582AT98;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500VP4RQJXW728557;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500VP4RQJXW728557;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500SCDC5YGRAWWF18;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500SCDC5YGRAWWF18;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500F3ZW335FNJ9S76;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;969500F3ZW335FNJ9S76;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695001ARP0NSKBD6446;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695001ARP0NSKBD6446;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695000NFEH5D4IT1C80;IS_DIRECTLY_CONSOLIDATED_BY;2019-03-18;
969500EX3MK1RWJXGH05;9695000NFEH5D4IT1C80;IS_ULTIMATELY_CONSOLIDATED_BY;2019-03-18;
969500BIW2VV98W7HS48;969500NGUCSIT6JXEZ59;IS_DIRECTLY_CONSOLIDATED_BY;2019-05-11;
